campaign_id,campaign_name,campaign_type,budget,spend,impressions,clicks,leads_generated,conversions,ROI,start_date,end_date
CMP00410,Awareness Events Accelerate 2025 #410,Events,81487.03,65713.37,445208,68932,26222,5210,33828.5,2025-11-20,2026-02-09
CMP00411,Q1 Referral Drive 2026 #411,Referral,9425.32,9339.28,108241,8807,2512,730,86265.74,2023-10-05,2023-12-03
CMP00412,ABM Email Maximize 2026 #412,Email,8123.48,5818.92,245038,7746,2026,318,48268.43,2022-04-07,2022-05-10
CMP00413,Retargeting Webinar Maximize 2023 #413,Webinar,7375.79,5589.92,162006,26285,4922,789,135763.33,2025-09-06,2025-10-21
CMP00414,Q1 LinkedIn Scale 2025 #414,LinkedIn,5162.62,5140.04,316793,2511,259,16,2159.99,2025-12-28,2026-03-14
CMP00415,Q2 Webinar Drive 2023 #415,Webinar,24297.0,24223.65,102723,15408,5644,826,38792.07,2025-07-04,2025-08-06
CMP00416,Q3 Organic Accelerate 2026 #416,Organic,1320.2,1195.48,289996,17932,3170,436,366497.25,2025-06-23,2025-07-15
CMP00417,Awareness Organic Scale 2025 #417,Organic,3482.96,2629.77,204033,15624,4150,647,166609.33,2024-09-09,2024-10-21
CMP00418,Winter Organic Drive 2024 #418,Organic,4315.6,3434.14,327518,17933,5623,1191,197925.76,2024-08-14,2024-11-07
CMP00419,Awareness Webinar Engage 2023 #419,Webinar,11281.22,7459.2,373422,58044,15489,3275,352080.75,2025-02-03,2025-03-26
CMP00420,Q4 Email Grow 2025 #420,Email,-13098.45,9102.53,499044,12393,4575,379,25186.67,2025-07-13,2025-08-01
CMP00421,Q1 Organic Scale 2025 #421,Organic,4662.98,3125.97,490123,33479,3422,680,209869.7,2023-11-17,2024-01-10
CMP00422,Launch Google Ads Maximize 2025 #422,Google Ads,14631.34,9477.18,158283,6624,876,57,4392.71,2024-06-22,2024-08-06
CMP00423,Winter LinkedIn Accelerate 2023 #423,LinkedIn,35893.33,27083.37,175103,1364,380,30,1351.66,2023-06-25,2023-09-18
CMP00424,ABM Google Ads Drive 2026 #424,Google Ads,94317.19,93279.85,325609,11636,1415,152,2218.82,2025-09-14,2025-10-15
CMP00425,Winter LinkedIn Convert 2025 #425,LinkedIn,29385.39,23187.29,129564,1247,497,21,1123.23,2025-01-02,2025-01-26
CMP00426,Launch Organic Maximize 2025 #426,Organic,2841.23,2752.62,481325,30304,6141,516,,2025-08-19,2025-09-10
CMP00427,Winter Email Convert 2025 #427,Email,11860.68,8486.04,242359,6932,1745,243,15178.14,2022-09-21,2022-11-15
CMP00428,Summer Referral Convert 2024 #428,Referral,5898.14,5395.39,158510,15935,3148,829,89188.92,2025-04-25,2025-06-03
CMP00429,Launch Google Ads Scale 2023 #429,Google Ads,23061.57,18606.68,451244,18991,4729,563,,2025-07-29,2025-10-02
CMP00430,Spring Referral Maximize 2024 #430,Referral,3572.91,2746.27,44591,5173,1119,258,30117.26,2023-11-24,2024-01-07
CMP00431,Re-engagement LinkedIn Boost 2024 #431,LinkedIn,31413.91,28766.72,37257,347,126,5,51.07,2025-01-04,2025-03-16
CMP00432,Re-engagement Google Ads Engage 2026 #432,Google Ads,45967.94,32427.54,37401,1412,168,12,248.09,2022-04-13,2022-05-25
CMP00433,Q2 Events Maximize 2026 #433,Events,140645.97,117793.96,193892,44762,14778,3606,43184.27,2025-11-30,2026-01-01
CMP00434,Launch Referral Accelerate 2023 #434,Referral,9562.77,7162.37,429778,53671,6511,1090,108022.67,2025-05-09,2025-06-28
CMP00435,Q2 Organic Scale 2025 #435,Organic,3801.19,3093.12,260663,17534,5548,1054,428140.85,2025-01-01,2025-02-10
CMP00436,Q3 Events Accelerate 2026 #436,Events,30040.1,22878.75,413294,105930,20587,5690,365428.54,2022-08-21,2022-11-02
CMP00437,Winter LinkedIn Boost 2023 #437,LinkedIn,39941.71,32558.71,489529,2882,416,25,160.03,2022-04-16,2022-06-17
CMP00438,ABM Email Accelerate 2024 #438,Email,14724.51,16665.4,196716,6171,1711,210,20399.92,2025-12-13,2026-02-21
CMP00439,ABM Email Maximize 2025 #439,Email,12293.72,8712.18,425630,10761,2120,192,25846.28,2023-06-29,2023-07-15
CMP00440,Re-engagement Google Ads Boost 2024 #440,Google Ads,31607.6,21891.64,184557,8143,1425,171,7910.66,2022-01-27,2022-02-13
CMP00441,Awareness Events Maximize 2026 #441,Events,-73884.46,54529.01,397222,91344,18725,5619,47700.27,2024-05-11,2024-07-05
CMP00442,Re-engagement LinkedIn Convert 2024 #442,LinkedIn,6711.18,4606.83,476116,3138,428,51,9209.49,2023-11-29,2023-12-07
CMP00443,Q3 Email Boost 2025 #443,Email,13309.77,9655.99,202397,4358,636,41,4359.75,2025-08-01,2025-10-11
CMP00444,Q3 LinkedIn Maximize 2025 #444,LinkedIn,42778.14,33501.67,78538,685,192,20,488.0,2023-10-16,2023-11-14
CMP00445,Summer LinkedIn Convert 2026 #445,LinkedIn,31325.57,23317.02,46703,345,92,5,219.41,2022-07-05,2022-09-07
CMP00446,Retargeting Email Engage 2026 #446,Email,5512.71,4607.52,459877,8936,2109,287,37179.06,2023-12-14,2024-03-05
CMP00447,Winter Email Drive 2026 #447,Email,7321.91,6698.02,162059,3859,1532,110,9279.14,2022-04-21,2022-05-04
CMP00448,Q4 LinkedIn Boost 2026 #448,LinkedIn,19123.44,17838.45,114795,1093,260,11,427.38,2024-12-26,2025-01-28
CMP00449,Q4 Webinar Drive 2024 #449,Webinar,23931.84,22643.96,436146,66440,25009,5725,347389.5,2022-03-19,2022-04-24
CMP00450,Fall Webinar Drive 2024 #450,Webinar,3024.91,1865.58,35495,4501,660,75,20110.41,2022-12-01,2023-02-28
CMP00451,ABM Organic Convert 2023 #451,Organic,3965.52,2854.21,321939,19601,5573,1184,331909.9,2022-08-28,2022-11-24
CMP00452,Launch Referral Drive 2026 #452,Referral,8423.98,5562.94,216773,16850,1710,374,71400.47,2023-08-30,2023-09-14
CMP00453,Q4 Google Ads Scale 2024 #453,Google Ads,40342.99,32535.21,396768,9800,2444,309,7974.73,2024-02-10,2024-04-05
CMP00454,Q2 Referral Drive 2026 #454,Referral,7078.36,5288.75,307063,34070,5655,755,210669.97,2024-05-19,2024-05-28
CMP00455,Launch Organic Accelerate 2025 #455,Organic,3955.13,3712.81,240161,16142,2201,414,68775.75,2022-01-20,2022-03-05
CMP00456,Winter Events Scale 2024 #456,Events,96052.95,68311.48,454302,82725,10422,2477,30708.86,2024-02-14,2024-03-01
CMP00457,Spring Referral Engage 2025 #457,Referral,-6319.13,5121.62,189726,24008,8423,2889,397545.59,2023-05-20,2023-07-20
CMP00458,Q1 Organic Boost 2025 #458,Organic,3556.92,2984.04,322122,18927,2460,288,79093.57,2022-03-18,2022-05-04
CMP00459,Nurture LinkedIn Convert 2024 #459,LinkedIn,29246.58,26763.23,416093,2803,925,70,3539.04,2025-10-12,2025-11-08
CMP00460,Q2 Webinar Drive 2024 #460,Webinar,3586.19,3103.73,79309,9467,1839,417,106525.58,2025-05-03,2025-07-25
CMP00461,Retargeting Organic Engage 2026 #461,Organic,2722.04,1824.19,84172,5922,1066,237,167471.16,2023-05-31,2023-06-16
CMP00462,Q1 LinkedIn Maximize 2025 #462,LinkedIn,27524.34,25168.93,268277,2321,303,34,381.03,2022-10-09,2022-10-31
CMP00463,Summer Events Accelerate 2023 #463,Events,80015.07,64209.99,29471,4735,1291,522,3089.34,2023-10-23,2023-11-14
CMP00464,Spring Email Convert 2026 #464,Email,11378.46,8867.71,97714,2776,919,144,17578.5,2023-07-06,2023-08-17
CMP00465,ABM Webinar Convert 2026 #465,Webinar,11672.53,7576.92,489950,78922,29026,2952,281753.41,2024-11-12,2025-01-22
CMP00466,Winter Webinar Drive 2025 #466,Webinar,9245.2,11728.19,83327,11947,2982,314,,2022-02-25,2022-05-01
CMP00467,Fall Referral Engage 2025 #467,Referral,7799.42,6395.96,74183,6859,1429,372,85124.78,2024-02-28,2024-05-16
CMP00468,Summer Webinar Drive 2025 #468,Webinar,19905.57,15036.7,262675,40297,7230,1033,23701.4,2022-02-01,2022-04-27
CMP00469,Retargeting Organic Accelerate 2025 #469,Organic,4917.18,3449.41,85661,5285,709,148,51805.14,2024-12-06,2025-01-16
CMP00470,Fall Referral Scale 2025 #470,Referral,7220.17,5179.78,401262,33426,8116,1393,314601.39,2023-10-15,2027-08-19
CMP00471,Spring Organic Scale 2026 #471,Organic,4027.89,2698.21,143334,6107,2022,324,54769.43,2024-01-19,2024-03-11
CMP00472,Q3 Events Drive 2024 #472,Events,113071.0,75996.18,88104,20689,6624,2091,,2024-03-15,2024-05-11
CMP00473,Q3 Organic Maximize 2025 #473,Organic,4932.1,2993.01,6844,472,132,11,4993.47,2022-05-17,2022-07-28
CMP00474,Awareness Referral Boost 2026 #474,Referral,1032.4,991.08,448972,50342,10003,3158,3386796.23,2022-02-04,2022-02-13
CMP00475,ABM Google Ads Convert 2023 #475,Google Ads,31073.67,20904.44,467077,18805,4492,326,18162.08,2023-06-19,2023-08-31
CMP00476,Retargeting Google Ads Drive 2026 #476,Google Ads,18845.51,12308.94,167395,5189,1207,93,3574.09,2022-09-06,2028-02-29
CMP00477,Fall Organic Grow 2023 #477,Organic,3296.52,2121.08,217219,11073,2490,461,138601.71,2024-01-24,2024-04-20
CMP00478,Launch Organic Scale 2026 #478,Organic,3758.67,2958.36,233260,14149,3174,402,57881.43,2022-09-29,2022-10-12
CMP00479,Awareness LinkedIn Convert 2024 #479,LinkedIn,39266.62,38725.49,144674,873,106,7,,2023-12-27,2024-03-19
CMP00480,Awareness Webinar Grow 2023 #480,Webinar,4227.67,3865.57,235401,29606,9487,2845,280802.42,2024-07-06,2024-07-19
CMP00481,ABM Email Accelerate 2024 #481,Email,4799.85,3443.57,119640,3257,737,45,13447.13,2023-11-20,2023-12-27
CMP00482,Q4 Organic Engage 2023 #482,Organic,3973.98,3973.51,437232,23583,5400,479,149169.84,2023-10-24,2023-12-13
CMP00483,Q2 Organic Grow 2023 #483,Organic,1994.59,1595.06,411128,31819,8675,1840,783893.4,2024-06-24,2024-09-05
CMP00484,Nurture Webinar Grow 2023 #484,Webinar,4238.81,6166.48,96895,16185,2784,706,138561.49,2024-01-29,2024-03-09
CMP00485,Fall Email Grow 2024 #485,Email,6824.94,4694.35,434904,10431,2549,255,66429.47,2024-08-18,2024-10-14
CMP00486,Winter Email Scale 2024 #486,Email,12822.89,9171.43,488515,15463,1896,188,,2025-04-12,2025-06-11
CMP00487,ABM Webinar Boost 2023 #487,Webinar,20598.53,20046.82,269212,47919,16067,3627,240692.1,2024-12-06,2024-12-17
CMP00488,ABM Events Engage 2024 #488,Events,190812.37,133256.95,351487,70701,13288,5730,40122.94,2024-12-04,2025-02-10
CMP00489,Summer Google Ads Scale 2026 #489,Google Ads,48020.65,41705.24,84468,3304,1001,90,1211.88,2025-10-14,2025-11-10
CMP00490,Q4 Events Maximize 2026 #490,Events,151646.16,94737.86,301864,71151,17944,6039,93312.96,2024-03-01,2024-03-13
CMP00491,Winter Email Maximize 2024 #491,Email,7581.6,7058.11,200284,5966,2093,144,6306.23,2024-03-04,2024-05-21
CMP00492,Retargeting Google Ads Engage 2026 #492,Google Ads,64107.73,63151.17,366536,16520,5411,373,3891.22,2022-10-17,2023-01-14
CMP00493,Fall Webinar Accelerate 2023 #493,Webinar,22952.69,17438.71,349897,45505,17798,2638,131699.53,2022-11-26,2023-02-19
CMP00494,Q3 Google Ads Boost 2026 #494,Google Ads,25709.9,16444.53,248146,6592,1274,71,1844.87,2023-12-04,2024-01-10
CMP00495,Q4 Referral Convert 2026 #495,Referral,5303.48,3263.81,346685,33227,5223,774,95883.81,2024-11-30,2024-12-08
CMP00496,Re-engagement Organic Engage 2023 #496,Organic,1132.62,1007.46,337747,14546,3755,377,112908.29,2023-10-26,2024-01-13
CMP00497,Retargeting Email Engage 2023 #497,Email,4880.32,3670.53,48351,1054,168,12,3851.38,2025-04-25,2025-06-27
CMP00498,Awareness Webinar Maximize 2024 #498,Webinar,7775.08,6964.45,161085,22432,7367,1755,141219.29,2024-08-29,2024-10-03
CMP00499,Nurture Events Boost 2026 #499,Events,130045.38,126240.78,146129,22145,8326,3222,19575.98,2024-02-11,2024-03-22
CMP00500,Launch Email Boost 2023 #500,Email,13486.26,12553.64,179061,4785,533,66,1734.03,2023-06-22,2027-08-20
