account_id,company_name,industry,company_size,employee_count,annual_revenue,country,state,city,account_status,account_owner,customer_since,last_activity
ACC001755,Richardson-Torres,Manufacturing,Small Business,126,40834055.0,Singapore,Singapore,Singapore,Active,Priya Singh,2021-11-03,2025-12-07
ACC001756,"Moore, Kim and Douglas",Logistics,Mid Market,489,295442522.0,Canada,British Columbia,Vancouver,Active,John Miller,2024-04-01,2024-04-26
ACC001757,Howe-Sutton,E-Commerce,Enterprise,9090,4895646415.0,India,Telangana,Chennai,Active,Meera Nair,2022-11-21,2024-02-01
ACC001758,Gonzalez-Hart,Healthcare,Startup,45,4144777.0,US,Kerala,Mumbai,Active,Sarah Johnson,13/06/2022,2025-09-12
ACC001759,Murphy-Chandler,Telecommunications,Small Business,73,42740708.0,Germany,Bavaria,Berlin,Active,Sneha Reddy,15/09/2024,2025-11-21
ACC001760,Santiago LLC,Healthcare,Enterprise,5623,,USA,California,San Francisco,Active,Priya Singh,24/10/2021,2021-11-19
ACC001761,Long and Sons,Manufacturing,Small Business,147,34605631.0,USA,Florida,Miami,Active,Arjun Verma,2022-01-13,2023-05-16
ACC001762,"Smith, Jones and Lane",Telecommunications,Mid Market,336,266969509.0,Germany,Berlin,Berlin,Active,Meera Nair,2024-10-17,2025-11-20
ACC001763,Hernandez Group,Finance,Mid Market,378,412426077.0,Singapore,Singapore,Singapore,Active,Rahul Sharma,2023-02-08,2024-05-03
ACC001764,"Cain, Harrington and Rivas",Energy,Small Business,183,26727054.0,UK,England,Edinburgh,Active,John Miller,2022-03-29,2026-01-30
ACC001765,Rogers and Sons,Retail,Startup,50,905512.0,India,Tamil Nadu,Hyderabad,Active,Arjun Verma,2023-12-26,2024-04-15
ACC001766,Erickson Ltd,E-Commerce,Mid Market,539,380263985.0,India,Tamil Nadu,Bengaluru,Active,David Wilson,2024-10-25,2025-07-25
ACC001767,Reed PLC,Telecommunications,Mid Market,865,224931632.0,UK,England,Edinburgh,Active,Rahul Sharma,2023-02-13,2024-09-22
ACC001768,"Salazar, Nicholson and Smith",Education,Small Business,138,6741638.0,India,Tamil Nadu,Kochi,Active,Meera Nair,2024-10-31,2025-06-20
ACC001769,"Delgado, Taylor and Taylor",Logistics,Small Business,198,40702436.0,US,Singapore,Singapore,Active,Meera Nair,2021-10-15,2026-06-01
ACC001770,"Patton, Ward and Jensen",Retail,Startup,24,4372758.0,USA,Texas,New York,Inactive,Meera Nair,2023-07-29,2024-01-18
ACC001771,Butler LLC,Education,Small Business,67,32130672.0,UK,England,London,Active,Sarah Johnson,2022-05-04,2024-10-19
ACC001772,May Ltd,Telecommunications,Mid Market,607,356664132.0,Germany,Berlin,Munich,Active,Priya Singh,2023-07-26,2024-05-15
ACC001773,Graham LLC,Healthcare,Mid Market,769,182848218.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2022-08-26,2022-09-18
ACC001774,"Horn, Solomon and Donovan",Finance,Mid Market,564,391986780.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2023-03-26,2023-06-18
ACC001775,Simon and Sons,E-Commerce,Startup,23,4431756.0,Germany,Berlin,Berlin,Active,John Miller,2022-05-19,2024-06-25
ACC001776,Gutierrez-Mayo,Telecommunications,Small Business,187,,India,Karnataka,Chennai,Active,John Miller,2022-09-13,2025-05-25
ACC001777,Savage Inc,Manufacturing,Small Business,248,49351615.0,Canada,Ontario,Toronto,Active,Sarah Johnson,2023-08-26,2024-11-27
ACC001778,"Reyes, Jones and Knox",Manufacturing,Startup,50,1691314.0,U.S.A.,Texas,Miami,Active,Arjun Verma,2024-04-08,2024-07-22
ACC001779,Gardner-Harris,E-Commerce,Startup,24,4114303.0,India,Maharashtra,Kochi,Active,John Miller,2022-12-16,2023-11-12
ACC001780,"Meza, Rose and Phillips",Logistics,Small Business,209,35828543.0,India,Tamil Nadu,Delhi,Active,John Miller,2022-02-06,2023-09-28
ACC001781,Henderson-White,Finance,Startup,27,3078589.0,USA,California,San Francisco,Active,Sarah Johnson,2023-07-12,2025-04-14
ACC001782,Bowen-Wilson,Manufacturing,Enterprise,6470,2001746220.0,Germany,Bavaria,Munich,Active,Sarah Johnson,2023-09-20,2025-09-24
ACC001783,"Hernandez, Martinez and James",Telecommunications,Small Business,169,41450463.0,USA,California,New York,Active,Sneha Reddy,2023-07-29,2024-02-05
ACC001784,"Preston, Bolton and Dunn",Logistics,Enterprise,1092,9668853779.0,Canada,British Columbia,Vancouver,Active,David Wilson,2023-05-28,2026-02-16
ACC001785,Thompson-Miller,Retail,Mid Market,953,498723329.0,USA,New York,San Francisco,Active,Arjun Verma,2024-12-21,2025-08-23
ACC001786,"Schwartz, Rhodes and Moore",Manufacturing,Startup,17,3222462.0,UK,England,London,Active,Priya Singh,2022-01-26,2026-02-08
ACC001787,Johnson and Sons,Manufacturing,Enterprise,3364,6978081201.0,Canada,Ontario,Toronto,Active,Sarah Johnson,2023-01-28,2025-09-15
ACC001788,Brady-Nguyen,Energy,Enterprise,5669,5119045739.0,India,Andhra Pradesh,Chennai,Active,Priya Singh,2023-12-06,2026-01-28
ACC001789,Snyder Inc,Healthcare,Small Business,175,7688041.0,Germany,Bavaria,Berlin,Active,David Wilson,2024-12-28,2026-06-05
ACC001790,"Ibarra, Smith and Reyes",Retail,Enterprise,3881,9635374281.0,India,Maharashtra,Kochi,Active,Arjun Verma,2024-02-12,2024-03-19
ACC001791,Carr Ltd,Telecommunications,Enterprise,3542,2913271104.0,India,Telangana,Hyderabad,Active,Arjun Verma,2023-10-15,2024-03-05
ACC001792,"Martin, Nelson and King",Healthcare,Startup,27,2332802.0,UK,England,Edinburgh,Active,David Wilson,2022-02-03,2025-05-25
ACC001793,Baker Inc,Energy,Mid Market,976,283892082.0,USA,New York,San Francisco,Active,Priya Singh,2024-05-20,2026-04-30
ACC001794,"Perez, Brooks and Johnson",Healthcare,Startup,35,3132183.0,Singapore,Singapore,Singapore,Active,Meera Nair,2023-03-04,2025-04-03
ACC001795,Ramirez-Lewis,E-Commerce,Mid Market,806,120680494.0,Germany,Berlin,Berlin,Active,David Wilson,2021-11-24,2022-05-15
ACC001796,"Mckenzie, Wallace and Goodwin",E-Commerce,Startup,25,3040898.0,US,Telangana,Bengaluru,Active,Priya Singh,2024-08-16,2025-12-28
ACC001797,Swanson-Bailey,IT Services,Mid Market,339,217114001.0,USA,Florida,Miami,Active,David Wilson,2021-10-29,2023-10-03
ACC001798,"Haas, Bryant and Murphy",Energy,Mid Market,679,112345115.0,USA,Florida,Austin,Active,John Miller,2023-02-19,2024-01-16
ACC001799,Harrell Inc,Education,Small Business,65,49849605.0,Singapore,Singapore,Singapore,Active,Meera Nair,2022-12-07,2026-05-24
ACC001800,Wright-Gonzalez,IT Services,Startup,21,-2200608.0,USA,Texas,Austin,Active,Meera Nair,2023-11-17,2024-04-10
ACC001801,"Hill, Velez and Johnson",Manufacturing,Mid Market,525,69953995.0,Germany,Berlin,Berlin,Inactive,David Wilson,2021-07-22,2021-11-12
ACC001802,"Jones, Crawford and Gibson",Education,Mid Market,1000,325261868.0,UK,,London,Active,Rahul Sharma,2023-10-26,2025-06-24
ACC001803,Diaz and Sons,IT Services,Mid Market,820,201833215.0,Germany,Bavaria,Berlin,Active,Sarah Johnson,2023-02-03,2025-06-02
ACC001804,Vasquez Inc,Education,Enterprise,9922,1388622534.0,Singapore,Singapore,Singapore,Active,Rahul Sharma,2021-11-04,2025-11-18
ACC001805,"Jones, Case and Mendoza",Healthcare,Enterprise,6676,7122774618.0,UK,England,London,Active,Sneha Reddy,2022-02-12,2022-05-15
ACC001806,"Best, Medina and Price",Energy,Startup,18,3588967.0,UK,Scotland,Edinburgh,Inactive,John Miller,2024-12-11,2025-08-23
ACC001807,Fox Group,Logistics,Enterprise,6475,3665669735.0,Germany,Berlin,Munich,Active,Priya Singh,2021-09-03,2021-12-08
ACC001808,"Moore, Martin and Bond",E-Commerce,Small Business,156,5265700.0,Germany,Bavaria,Berlin,Active,Meera Nair,2022-08-26,2024-12-12
ACC001809,"Newman, Andrews and Hebert",Energy,Mid Market,329,-436994917.0,UK,England,Edinburgh,Active,Meera Nair,2023-10-02,2026-03-29
ACC001810,"Gibbs, Lopez and Daugherty",IT Services,Small Business,87,49394330.0,Canada,Ontario,Toronto,Active,Arjun Verma,2024-11-27,2025-06-26
ACC001811,Morris-Howe,Retail,Startup,30,774561.0,USA,Texas,Austin,Active,Sarah Johnson,2022-05-12,2023-01-04
ACC001812,"Davis, Shelton and White",E-Commerce,Small Business,74,7114849.0,Canada,British Columbia,Vancouver,Active,Meera Nair,08-05-2021,2024-02-19
ACC001813,Smith-Sandoval,Logistics,Small Business,79,32928176.0,India,Telangana,Delhi,Active,John Miller,2024-09-14,2025-10-13
ACC001814,"Pearson, Roberts and Nunez",Energy,Startup,10,2005458.0,USA,Florida,Austin,Inactive,Sneha Reddy,2025-03-11,2026-04-11
ACC001815,"Harmon, Jackson and Parker",Finance,Startup,41,2174286.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2022-05-05,2022-08-28
ACC001816,"Moon, Harper and Kirk",IT Services,Enterprise,9992,,Singapore,Singapore,Singapore,Active,David Wilson,2024-05-18,2024-12-31
ACC001817,White and Sons,E-Commerce,Enterprise,4978,9391612545.0,Singapore,,Singapore,Active,David Wilson,2024-10-15,2026-04-23
ACC001818,Turner and Sons,Finance,Small Business,50,28674495.0,USA,New York,Miami,Active,David Wilson,2024-12-16,2025-03-11
ACC001819,"Meyer, Simmons and Giles",Manufacturing,Startup,28,3714033.0,UK,Scotland,Edinburgh,Active,Sneha Reddy,2024-08-15,2025-03-15
ACC001820,Morris PLC,Energy,Small Business,98,30141548.0,UK,Scotland,London,Active,Priya Singh,2024-06-06,2024-06-16
ACC001821,Yang PLC,Finance,Startup,45,4895089.0,Canada,British Columbia,Toronto,Inactive,Rahul Sharma,2024-08-17,2025-01-10
ACC001822,"Booth, Le and Olson",Telecommunications,Mid Market,526,92023849.0,India,Telangana,Bengaluru,Inactive,Sneha Reddy,2024-09-26,2025-08-01
ACC001823,"Bryant, Shaw and Brown",IT Services,Small Business,108,38029354.0,Singapore,Singapore,Singapore,Active,Sneha Reddy,2024-05-18,2026-05-08
ACC001824,Dixon-Smith,IT Services,Enterprise,9497,2446940042.0,Canada,British Columbia,Toronto,Active,Rahul Sharma,2024-11-28,2025-02-06
ACC001825,"Cabrera, Delgado and Carpenter",Energy,Small Business,159,5349546.0,USA,Florida,Austin,Active,Priya Singh,2023-12-26,2026-01-13
ACC001826,Pierce-Hill,Logistics,Startup,45,4909334.0,UK,England,London,Inactive,Priya Singh,08/05/2024,2024-07-28
ACC001827,"Rojas, Davis and Hernandez",IT Services,Mid Market,404,119430011.0,Germany,Berlin,Berlin,Active,Priya Singh,2022-06-01,2023-05-24
ACC001828,Herman-Warner,Retail,Small Business,61,10340023.0,USA,New York,San Francisco,Active,Sneha Reddy,2023-03-22,2025-12-08
ACC001829,Mata LLC,Education,Enterprise,9179,5692288306.0,Singapore,Singapore,Singapore,Inactive,Priya Singh,2024-02-05,2024-09-18
ACC001830,"Rivera, Mcdowell and Kelly",Manufacturing,Enterprise,9178,2316748682.0,India,Karnataka,Chennai,Active,John Miller,2022-12-27,2023-10-17
ACC001831,"Weeks, Henderson and Ortega",Finance,Small Business,108,28845028.0,Germany,Berlin,Munich,Active,Arjun Verma,2024-09-22,2025-07-30
ACC001832,Webb-Jones,Healthcare,Startup,48,4960747.0,Canada,Ontario,Toronto,Active,Sneha Reddy,2024-12-27,2026-02-06
ACC001833,"Andrews, Macdonald and Williams",Manufacturing,Small Business,61,22450914.0,UK,Scotland,London,Active,David Wilson,Jun 18 2024,2025-11-14
ACC001834,Miller and Sons,Logistics,Small Business,98,14393891.0,India,Karnataka,Chennai,Active,David Wilson,2024-07-29,2026-07-01
ACC001835,"Thomas, Medina and Diaz",Healthcare,Small Business,135,,Canada,British Columbia,Toronto,Active,Sneha Reddy,2023-10-29,2025-09-24
ACC001836,"Schultz, Floyd and Castro",IT Services,Startup,11,3186160.0,India,Andhra Pradesh,Delhi,Active,Sneha Reddy,2025-06-19,2026-05-09
ACC001837,"Curry, Soto and Garcia",Logistics,Startup,46,1320649.0,UK,Scotland,Edinburgh,Active,Meera Nair,2022-01-23,2025-06-21
ACC001838,White PLC,Healthcare,Startup,37,2344355.0,Germany,Bavaria,Munich,Active,Sarah Johnson,2023-07-09,2024-11-07
ACC001839,Moore-Hendricks,Manufacturing,Mid Market,389,272588849.0,UK,England,London,Active,Sneha Reddy,2021-09-25,2026-01-02
ACC001840,"Simpson, Davies and Roberts",Finance,Enterprise,9562,5085872959.0,Germany,Berlin,Berlin,Active,Rahul Sharma,2021-08-15,2025-11-02
ACC001841,"Jones, Bass and Yoder",Education,Mid Market,954,134412922.0,Germany,Bavaria,Berlin,Active,Sarah Johnson,2022-04-11,2025-03-14
ACC001842,"Lowe, Hays and Wang",Logistics,Startup,48,1929953.0,UK,Scotland,Edinburgh,Active,Arjun Verma,2023-03-21,2023-10-02
ACC001843,"Howard, Bentley and Parker",Healthcare,Startup,17,3423994.0,Germany,Bavaria,Berlin,Inactive,David Wilson,2023-10-15,2024-06-24
ACC001844,Maddox Group,Logistics,Enterprise,8512,900894831.0,Canada,British Columbia,Vancouver,Active,John Miller,2023-05-09,2024-02-19
ACC001845,Jackson-Lester,E-Commerce,Startup,36,4587892.0,India,Karnataka,Chennai,Active,Arjun Verma,2024-09-20,2025-03-07
ACC001846,Richards-Hernandez,Manufacturing,Enterprise,2208,5656274422.0,Singapore,Singapore,Singapore,Active,Sneha Reddy,2025-01-15,2025-02-21
ACC001847,Hayes Inc,IT Services,Small Business,79,33100869.0,Singapore,,Singapore,Active,Priya Singh,2024-01-08,2026-02-28
ACC001848,"Daniels, Calderon and Contreras",Energy,Mid Market,284,150844932.0,India,Karnataka,Mumbai,Inactive,David Wilson,2021-11-19,2026-03-25
ACC001849,"Wagner, Coleman and Watson",Telecommunications,Mid Market,503,66623257.0,USA,Texas,Miami,Active,Meera Nair,2022-07-13,2024-03-12
ACC001850,Esparza-Lowery,Education,Startup,28,807881.0,Canada,British Columbia,Toronto,Active,Sneha Reddy,2022-12-15,2023-12-07
ACC001851,Burch-Alvarez,Retail,Mid Market,698,135052725.0,Germany,Berlin,Berlin,Active,John Miller,2023-05-04,2025-10-05
ACC001852,Moreno PLC,Education,Small Business,130,47563832.0,UK,England,London,Active,David Wilson,2024-04-08,2025-06-24
ACC001853,"Nelson, Kelly and Jackson",Logistics,Small Business,80,39633606.0,UK,Scotland,London,Active,Sneha Reddy,2022-04-13,2023-11-08
ACC001854,Becker Ltd,IT Services,Mid Market,973,372641283.0,USA,California,New York,Inactive,Meera Nair,2021-10-28,2026-03-10
ACC001855,"Whitehead, Stuart and Doyle",IT Services,Startup,31,4352898.0,UK,England,Edinburgh,Inactive,Priya Singh,2022-04-09,2025-04-26
ACC001856,"Hall, Wolfe and Howard",Telecommunications,Enterprise,5003,1397038857.0,Germany,Bavaria,Munich,Active,John Miller,2021-10-07,2023-08-22
ACC001857,"Robinson, Brown and Williams",Retail,Mid Market,976,482552023.0,UK,England,London,Active,David Wilson,2024-02-22,2024-08-20
ACC001858,"Dixon, Moore and Sweeney",Logistics,Small Business,92,22782765.0,Singapore,Singapore,Singapore,Active,David Wilson,2023-02-18,2025-08-25
ACC001859,Guerrero-Knight,Finance,Small Business,114,47345277.0,Germany,Berlin,Berlin,Active,Rahul Sharma,2025-04-17,2026-01-21
ACC001860,Thomas-Sandoval,Retail,Small Business,192,30571631.0,Germany,Bavaria,Berlin,Active,Rahul Sharma,2022-04-29,2024-07-01
ACC001861,Mckinney LLC,E-Commerce,Small Business,190,8278618.0,UK,England,London,Active,Sneha Reddy,2024-02-15,2025-11-12
ACC001862,Banks and Sons,Finance,Mid Market,396,485720800.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2024-04-21,2025-12-13
ACC001863,Norman Group,IT Services,Startup,33,1464085.0,United States,Andhra Pradesh,Mumbai,Inactive,Rahul Sharma,2022-09-21,2025-01-11
ACC001864,Wise-Mckay,E-Commerce,Small Business,179,42723381.0,Canada,Ontario,Vancouver,Active,Sneha Reddy,2021-07-31,2023-07-30
ACC001865,Anderson-Roberts,Logistics,Mid Market,827,90173230.0,USA,Florida,Austin,Active,Meera Nair,2024-02-08,2025-08-26
ACC001866,Mitchell Group,Healthcare,Small Business,161,48626247.0,Canada,British Columbia,Vancouver,Active,Sneha Reddy,2023-02-13,2023-04-12
ACC001867,Bradley-Gordon,Manufacturing,Mid Market,460,229354725.0,USA,Texas,San Francisco,Active,Arjun Verma,2023-12-06,2024-01-12
ACC001868,"Aguilar, Calderon and Davies",Telecommunications,Small Business,237,18065332.0,Germany,Berlin,Berlin,Inactive,Rahul Sharma,2025-05-06,2025-06-24
ACC001869,Orr-Watkins,Manufacturing,Mid Market,597,165978336.0,India,Telangana,Delhi,Active,John Miller,2023-03-30,2025-04-30
ACC001870,Hill-Nelson,Education,Enterprise,5271,1738463705.0,Canada,British Columbia,Toronto,Active,Priya Singh,2024-07-29,2024-10-31
ACC001871,Brown Inc,Finance,Startup,22,2092574.0,India,Delhi,Kochi,Active,Sarah Johnson,2021-12-29,2022-11-16
ACC001872,Vazquez-Moreno,Retail,Small Business,249,45449740.0,Germany,Bavaria,Munich,Active,David Wilson,2022-09-19,2024-04-17
ACC001873,Travis-Baker,Manufacturing,Small Business,82,35671984.0,Germany,Bavaria,Munich,Active,Sarah Johnson,2022-11-05,2023-02-10
ACC001874,Gallegos LLC,Energy,Mid Market,799,444398377.0,Canada,British Columbia,Toronto,Active,Arjun Verma,2022-10-29,2025-12-05
ACC001875,"Swanson, Scott and Williams",IT Services,Mid Market,825,277868714.0,Singapore,Singapore,Singapore,Active,Priya Singh,2024-06-27,2025-08-11
ACC001876,Evans-Fry,Manufacturing,Mid Market,282,206550503.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2023-01-12,2024-08-02
ACC001877,Webb and Sons,Manufacturing,Enterprise,2145,7582836038.0,USA,New York,Miami,Active,David Wilson,08-22-2021,2023-12-02
ACC001878,Christian-Rogers,Energy,Small Business,71,37243639.0,Germany,Bavaria,Munich,Active,Arjun Verma,2023-05-28,2025-05-20
ACC001879,Garrett-Wright,Energy,Startup,50,1484969.0,India,Delhi,Vijayawada,Active,Arjun Verma,2024-07-06,2025-05-27
ACC001880,Allen PLC,Energy,Mid Market,698,353212898.0,India,Karnataka,Hyderabad,Active,Sarah Johnson,2023-07-06,2023-10-25
ACC001881,"Walker, Harris and Hubbard",Telecommunications,Enterprise,6773,9367771207.0,USA,California,New York,Active,Arjun Verma,2025-05-20,2025-07-18
ACC001882,"Munoz, Stone and Marshall",Energy,Enterprise,7432,5277713679.0,USA,California,Miami,Active,Arjun Verma,2024-03-25,2024-10-10
ACC001883,"Woods, Weeks and Hernandez",E-Commerce,Startup,31,4834466.0,UK,Scotland,London,Inactive,Sarah Johnson,2021-08-04,2025-08-12
ACC001884,Johnson-Jones,Retail,Mid Market,731,286422156.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2021-07-10,2025-01-02
ACC001885,Freeman-Lewis,E-Commerce,Small Business,135,10085855.0,India,Andhra Pradesh,Hyderabad,Active,Meera Nair,2022-02-12,2024-02-08
ACC001886,"Ibarra, Robertson and Harris",Energy,Small Business,104,30981344.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,01-02-2022,2024-10-07
ACC001887,Hayes Inc,Logistics,Mid Market,797,454450427.0,India,Delhi,Kochi,Active,Sneha Reddy,2024-08-16,2024-11-29
ACC001888,Fry-Nguyen,Healthcare,Small Business,239,47385794.0,USA,Florida,Austin,Active,John Miller,2022-02-18,2026-01-14
ACC001889,"Bell, Whitney and Vasquez",Healthcare,Small Business,155,23765103.0,United States,Ontario,Vancouver,Active,Rahul Sharma,2025-05-15,2025-11-07
ACC001890,Hernandez-Smith,Education,Small Business,105,28953631.0,UK,Scotland,London,Active,John Miller,2023-11-07,2025-04-05
ACC001891,Goodwin-Cowan,Healthcare,Small Business,127,38388292.0,UK,England,Edinburgh,Active,Sarah Johnson,2023-02-25,2025-06-01
ACC001892,Lewis-Humphrey,Healthcare,Small Business,153,26742716.0,India,Kerala,Bengaluru,Active,Arjun Verma,2024-03-20,2025-06-23
ACC001893,"Phillips, Bean and Lamb",Education,Small Business,66,6976908.0,Singapore,,Singapore,Active,Sarah Johnson,2022-05-27,2026-06-13
ACC001894,Wright PLC,Retail,Small Business,187,32465096.0,USA,Texas,San Francisco,Active,Meera Nair,2022-08-27,2025-02-23
ACC001895,Diaz-Ritter,E-Commerce,Mid Market,504,126177932.0,Canada,British Columbia,Vancouver,Inactive,Sneha Reddy,2022-12-20,2024-03-04
ACC001896,"Cobb, Lee and Curry",Finance,Mid Market,522,170119246.0,Canada,Ontario,Toronto,Active,Priya Singh,2024-06-02,2024-10-28
ACC001897,Humphrey LLC,Logistics,Startup,37,4256318.0,UK,England,London,Active,Rahul Sharma,12-16-2024,2025-07-27
ACC001898,Gutierrez LLC,IT Services,Small Business,191,44354435.0,USA,New York,New York,Active,Sarah Johnson,2023-01-20,2025-04-13
ACC001899,Hughes Ltd,Education,Small Business,136,15567572.0,India,Tamil Nadu,Vijayawada,Active,David Wilson,2023-06-27,2023-12-30
ACC001900,"Myers, Ford and White",Energy,Enterprise,5599,7316561606.0,UK,Scotland,Edinburgh,Active,Meera Nair,2023-03-21,2023-08-18
ACC001901,Wells-Smith,IT Services,Mid Market,479,,Singapore,Singapore,Singapore,Active,Priya Singh,2023-01-04,2025-04-29
ACC001902,Clark-Mclaughlin,Manufacturing,Small Business,95,33633837.0,USA,New York,San Francisco,Active,Rahul Sharma,2024-08-08,2026-01-10
ACC001903,Santos-Cole,Energy,Mid Market,549,197314586.0,UK,Scotland,London,Active,Arjun Verma,2022-01-04,2022-09-04
ACC001904,"Fitzgerald, Lewis and Robbins",Education,Mid Market,427,343370831.0,USA,Florida,Miami,Active,Priya Singh,2024-11-16,2026-02-15
ACC001905,"Moody, Wright and Flores",Logistics,Mid Market,834,171605576.0,UK,Scotland,Edinburgh,Active,Rahul Sharma,2025-05-29,2025-12-21
ACC001906,Howard PLC,Education,Enterprise,3444,624647016.0,Canada,Ontario,Vancouver,Active,David Wilson,2023-06-17,2026-01-03
ACC001907,Jackson PLC,Finance,Startup,37,4947046.0,Germany,Berlin,Berlin,Active,Sneha Reddy,2024-10-03,2026-06-28
ACC001908,"James, Reed and Porter",Healthcare,Enterprise,3512,9519969048.0,Germany,,Munich,Active,Sneha Reddy,2025-02-12,2026-01-28
ACC001909,"Stewart, Lee and Ho",Education,Small Business,146,14243986.0,Canada,Ontario,Vancouver,Active,David Wilson,2022-10-26,2026-01-27
ACC001910,Massey-Shelton,Education,Enterprise,8352,4342075529.0,UK,England,London,Active,Sneha Reddy,2024-10-16,2025-04-19
ACC001911,Lewis-Jones,Retail,Mid Market,413,170992431.0,UK,England,London,Active,Meera Nair,2024-09-02,2025-03-21
ACC001912,Garcia-Elliott,Manufacturing,Mid Market,319,350685347.0,India,Kerala,Chennai,Active,John Miller,2024-04-07,2026-03-20
ACC001913,Orr-Hull,IT Services,Startup,42,3062311.0,USA,Florida,New York,Inactive,Sarah Johnson,2021-11-09,2023-07-03
ACC001914,Vega-Ross,Retail,Enterprise,5335,4581156197.0,India,Delhi,Kochi,Active,Arjun Verma,2023-02-24,2024-04-20
ACC001915,Oliver-Obrien,Education,Startup,44,2275343.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2023-08-24,2024-04-02
ACC001916,"Sloan, Liu and Stewart",Telecommunications,Mid Market,468,332144107.0,Germany,Berlin,Munich,Active,David Wilson,2022-04-13,2023-09-26
ACC001917,Lawrence-Watts,Finance,Mid Market,875,108670408.0,United States,Singapore,Singapore,Active,Arjun Verma,2022-10-28,2023-03-19
ACC001918,Johnson-Schmitt,E-Commerce,Startup,32,2396825.0,Canada,British Columbia,Toronto,Active,Sarah Johnson,2021-07-06,2023-12-24
ACC001919,Richards-Hoffman,Retail,Small Business,247,6926534.0,USA,Texas,Miami,Active,Arjun Verma,2025-06-30,2025-08-20
ACC001920,Daniel PLC,Healthcare,Enterprise,2857,4598373064.0,U.S.A.,Berlin,Berlin,Active,John Miller,2023-09-09,2024-05-07
ACC001921,"Le, Snyder and Decker",Logistics,Mid Market,707,196649120.0,UK,England,London,Active,Arjun Verma,2023-07-10,2026-03-28
ACC001922,"Pierce, Jackson and Mccann",Energy,Mid Market,668,103586563.0,USA,Texas,Austin,Active,Sneha Reddy,2024-09-06,2026-01-14
ACC001923,Thompson-Evans,Healthcare,Enterprise,4521,2591513984.0,Canada,British Columbia,Vancouver,Inactive,Meera Nair,2024-04-02,2025-02-19
ACC001924,Montgomery-Nielsen,Finance,Enterprise,6258,9032736215.0,Canada,Ontario,Toronto,Active,David Wilson,2023-02-28,2025-05-01
ACC001925,Leonard LLC,Telecommunications,Small Business,116,20448099.0,India,Telangana,Hyderabad,Active,Sarah Johnson,2021-11-10,2023-01-04
ACC001926,Holmes-Burton,E-Commerce,Small Business,156,24036757.0,Germany,Berlin,Munich,Active,David Wilson,2024-10-08,2026-03-06
ACC001927,Harrison-Jones,Manufacturing,Small Business,187,8311602.0,UK,Scotland,Edinburgh,Active,Meera Nair,2023-01-04,2026-06-02
ACC001928,Green-Miller,Telecommunications,Startup,40,522604.0,USA,California,Miami,Active,Sarah Johnson,2022-11-15,2025-12-10
ACC001929,Sanford-Lee,E-Commerce,Mid Market,628,264854764.0,U.S.A.,Ontario,Toronto,Active,Arjun Verma,2024-02-25,2024-08-11
ACC001930,"Harris, Johnson and Smith",Telecommunications,Startup,25,1693168.0,Germany,Bavaria,Munich,Active,Meera Nair,2025-05-17,2025-07-07
ACC001931,Benitez-Stewart,E-Commerce,Enterprise,7429,8670790868.0,Germany,Bavaria,Munich,Active,Priya Singh,2022-07-27,2022-10-02
ACC001932,"Garcia, Smith and Ramsey",Education,Mid Market,668,388411177.0,UK,Scotland,London,Active,David Wilson,2021-12-19,2022-07-26
ACC001933,Green Inc,Manufacturing,Startup,23,2032756.0,Canada,British Columbia,Vancouver,Active,Rahul Sharma,2024-01-15,2025-08-30
ACC001934,"Oneill, Jones and Stone",Education,Enterprise,9517,1008209055.0,UK,England,London,Active,Arjun Verma,2024-09-29,2026-02-16
ACC001935,"Campbell, Ramsey and Andrade",Retail,Small Business,137,14840341.0,Singapore,Singapore,Singapore,Active,Sneha Reddy,2024-04-05,2024-05-01
ACC001936,Wright Inc,Logistics,Enterprise,5041,5916300234.0,India,Tamil Nadu,Kochi,Active,Priya Singh,2022-06-22,2023-08-15
ACC001937,"Rodriguez, Morales and Nelson",Healthcare,Mid Market,446,183739007.0,Canada,British Columbia,Toronto,Active,Arjun Verma,2025-05-19,2026-01-02
ACC001938,Cooper-Duncan,E-Commerce,Mid Market,982,83803140.0,India,Karnataka,Vijayawada,Inactive,Sarah Johnson,2021-09-27,2025-05-22
ACC001939,Smith-Curtis,Manufacturing,Small Business,69,31510078.0,USA,Texas,Miami,Inactive,David Wilson,2023-02-12,2024-12-26
ACC001940,"Lawson, Marsh and Wright",Energy,Mid Market,674,138537064.0,Germany,Berlin,Munich,Active,Sarah Johnson,2025-03-06,2025-10-15
ACC001941,Garner LLC,Logistics,Mid Market,639,257055310.0,UK,England,London,Active,David Wilson,2024-12-03,2026-05-04
ACC001942,"Crane, Arnold and Cruz",Finance,Enterprise,6911,3109682070.0,Canada,Ontario,Toronto,Active,Sarah Johnson,2024-01-31,2024-08-19
ACC001943,"Walker, Wilson and Roberts",Logistics,Mid Market,881,262808438.0,India,Kerala,Kochi,Active,Sarah Johnson,2024-01-06,2026-03-22
